Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
Ford Escape SEL,48,1,1,0,0,1,1,0
Honda Accord Sport,19,0,1,1,0,0,0,1
Volvo S60 T6 Momentum,39,1,0,0,1,0,1,0
Lincoln MKX Base,30,1,1,1,1,1,1,1
Hyundai Santa Fe Sport 2.4L,57,1,0,0,0,1,1,1
Kia K5 GT-Line,28,1,1,1,0,0,1,0
Chevrolet Silverado 1500 2LT,46,0,1,0,0,0,1,0
Acura MDX Advance,32,1,1,0,0,0,0,1
RAM 1500 Big Horn,48,0,0,0,0,1,0,1
INFINITI QX80,54,1,1,1,0,0,0,0
Mercedes-Benz GLB 250 4MATIC,40,0,0,0,0,0,0,1
Chevrolet Tahoe Premier,26,0,0,1,1,1,0,0
INFINITI QX60 Pure,25,0,1,1,1,0,1,1
Genesis G90 5.0 Ultimate,59,1,1,0,0,1,0,0
Kia Forte LXS,46,1,0,0,1,0,0,1
Acura MDX A-Spec,60,1,1,1,0,1,0,1
Mercedes-Benz S-Class S 450 4MATIC,34,1,1,0,0,1,0,1
Volkswagen Atlas 2.0T SE,52,0,0,1,1,1,0,0
Land Rover Range Rover Velar P380 S,37,1,0,1,0,0,0,0
Jeep Grand Cherokee Trackhawk,41,1,1,0,1,1,0,1
Hyundai Tucson Ultimate,39,0,0,0,1,0,0,0
Mercedes-Benz S-Class S 63 AMG,56,0,0,1,1,1,1,0
Dodge Challenger R/T,38,0,1,0,1,1,0,1
Kia Optima EX,37,1,1,0,1,1,1,0
Volvo S90 T6 R-Design,39,1,1,0,1,0,1,0
Nissan Rogue SL,24,1,1,0,0,1,0,1
Chrysler Pacifica Limited,19,0,0,0,1,1,0,0
Nissan Maxima SV,45,1,0,1,0,1,1,0
Toyota Sienna L,37,0,0,0,0,0,1,1
Cadillac Escalade Premium Luxury,30,0,0,1,0,0,0,1
Porsche 911 Targa 4S,54,1,1,1,1,0,1,0
Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,38,1,0,0,0,1,1,0
Audi A7 3.0T Prestige quattro,46,0,0,0,1,0,0,0
Toyota RAV4 LE,41,0,0,1,1,0,1,1
Nissan Titan PRO-4X,42,0,1,1,0,1,1,1
Toyota Sienna XLE,27,0,1,1,1,0,1,0
Cadillac CT6 Luxury,25,0,1,1,1,1,0,0
Chevrolet Traverse LS,50,0,1,0,0,1,0,0
Lexus IS 300 Base,34,1,1,0,1,0,1,1
Toyota C-HR XLE Premium,47,1,1,1,0,1,0,0
Chrysler Crossfire SRT-6,32,1,1,0,0,0,1,0
Honda Odyssey EX-L w/Navigation/RES,53,0,0,1,1,1,1,1
Mercedes-Benz SL-Class SL550 Roadster,25,0,0,1,0,0,1,1
Mercedes-Benz S-Class S 560,30,0,1,0,1,1,0,0
BMW 328d Base,25,0,0,1,0,1,0,0
Mazda Mazda6 i Touring,32,0,0,0,1,1,0,0
Mercedes-Benz M-Class ML 350 4MATIC,20,0,0,0,1,0,1,1
Audi Q5 3.0T Premium Plus,60,0,1,1,1,1,1,0
Scion iQ Base,22,1,0,1,0,1,0,0
Jaguar XJ XJL Portfolio,23,0,1,0,0,0,0,0
Nissan Maxima 3.5 SL,57,0,0,0,0,1,0,0
Volkswagen Tiguan 2.0T S,49,1,0,0,0,0,1,0
Dodge Journey SE/AVP,19,1,1,1,1,1,0,1
Ford Transit-250 Base,60,1,0,1,0,0,0,0
Subaru Crosstrek Limited,24,1,0,0,1,1,1,0
Ford Ranger XL,53,1,1,0,0,0,1,1
Mercedes-Benz E-Class E 350 4MATIC,41,1,1,1,1,0,1,1
BMW M6,29,0,0,1,0,0,1,1
Hyundai Elantra GT Base,59,1,1,1,1,1,1,1
Hyundai Kona SEL Plus,32,0,1,0,0,1,0,0
Acura TLX V6 Advance,30,1,0,0,1,1,0,1
Lamborghini Aventador LP700-4,28,0,1,0,1,0,1,1
Nissan Rogue S,51,0,1,1,0,1,1,0
Land Rover Range Rover Supercharged,19,1,1,1,0,1,1,1
Jeep Grand Cherokee Summit,49,0,1,1,1,1,1,1
Chevrolet Suburban Premier,38,1,1,1,0,1,0,1
Cadillac Escalade ESV Base,40,0,1,0,0,0,1,0
Hyundai Santa Fe Limited 2.4,26,1,0,0,0,0,0,1
Volkswagen Passat 2.0T SE,21,1,0,1,1,0,1,0
Cadillac DTS,41,0,0,0,1,0,0,0
Ford Edge SEL,53,1,1,1,0,0,0,1
Lexus ES 300 Base (A5),36,0,0,0,1,1,1,0
Land Rover Range Rover Velar P250 SE R-Dynamic,26,0,0,1,1,0,0,1
GMC Yukon XL 1500 Denali,30,1,1,0,0,1,1,1
Mazda CX-9 Touring,32,0,0,0,1,0,0,0
Subaru Crosstrek Premium,38,0,0,0,0,1,1,0
Volkswagen Tiguan SE,37,0,0,1,0,0,1,1
Porsche Macan GTS,36,0,1,1,1,1,1,1
Genesis GV80 2.5T,37,0,1,1,0,1,1,0
Nissan Kicks S,60,1,0,0,1,0,0,0
Tesla Model X P90D,56,0,1,1,1,1,0,1
BMW 430 Gran Coupe i,27,0,1,1,1,1,0,0
Hyundai Elantra SEL,21,1,0,0,0,1,0,1
Honda Civic EX,41,1,1,0,0,1,0,1
Acura ILX Premium Package,24,0,1,1,0,1,0,0
Toyota 4Runner Nightshade,32,1,1,0,1,1,0,1
Toyota Tundra W/ NAVIGATION&PLATINUM,20,0,1,1,1,0,1,1
Cadillac XT6 Premium Luxury FWD,26,0,1,1,0,0,0,1
Volvo XC90 3.2,31,0,1,1,1,0,0,0
Volkswagen Atlas 3.6L V6 SEL Premium,18,0,1,1,0,0,0,0
Jeep Patriot Latitude,44,0,1,0,1,0,1,1
Audi S5 3.0T Prestige,28,1,1,0,1,1,0,0
Mitsubishi Outlander Sport ES,30,1,0,0,1,1,0,1
Mazda Mazda3 Sport,37,1,1,1,1,1,0,0
Lincoln MKC Reserve,54,1,0,1,0,1,1,0
Audi A4 2.0T Premium Plus,45,1,0,0,1,0,0,1
Honda Accord EX,26,0,1,0,1,0,0,0
Chevrolet Impala LT,46,1,1,1,1,0,0,0
Hyundai Tucson Limited,18,1,0,0,0,1,0,0
BMW 335 i,30,0,1,1,0,1,0,1
INFINITI QX80 PREMIUM SELECT,60,0,1,0,1,0,1,0
Chevrolet Equinox LS,55,1,0,1,0,1,1,0
INFINITI QX60 Base,55,0,0,1,1,1,0,0
Kia Soul S,46,1,0,0,1,1,1,0
Chevrolet Corvette Z06,25,0,1,0,1,0,1,1
Mercedes-Benz SLK-Class SLK 250,31,1,0,0,1,0,0,0
Land Rover LR4 Base,30,0,1,1,0,1,0,0
MINI Countryman Cooper S ALL4,18,0,0,1,0,1,1,1
Lexus RX 450h 450H,29,0,1,0,0,1,1,1
Toyota RAV4 XLE Premium,41,1,1,1,1,0,0,0
Mitsubishi Outlander SE,23,0,1,1,0,1,0,1
Jaguar XK,30,1,1,0,1,1,0,1
Mercedes-Benz GLA 250 Base 4MATIC,20,1,0,0,1,0,1,0
Cadillac Escalade ESV Premium,20,1,0,1,1,0,0,0
Acura MDX 3.5L AcuraWatch Plus Package,27,1,0,0,1,1,1,1
Hyundai Kona EV Limited,38,1,0,1,1,1,1,0
Nissan Rogue SV,59,1,1,1,1,1,1,0
Mazda MX-5 Miata Club,49,0,1,1,0,1,0,1
RAM 1500 TRX,52,0,1,0,1,0,1,1
Mazda CX-5 Grand Touring Reserve,60,0,1,1,0,0,1,0
Porsche 911 Carrera S,24,1,1,1,0,0,1,0
GMC Acadia Denali,23,0,0,1,0,1,1,0
Audi Q3 2.0T Premium Plus,60,0,0,1,1,0,1,0
Subaru Outback Premium,53,1,1,0,1,0,1,0
BMW 750 i,19,0,0,1,1,0,0,0
Jeep Patriot Limited,52,0,0,1,0,0,0,0
GMC Sierra 1500 Elevation,58,0,1,0,0,1,1,1
Subaru WRX STI Base,23,1,0,1,1,0,0,1
Audi A4 2.0T Titanium Premium,19,0,0,0,0,1,0,0
Kia Stinger GT2,43,1,0,1,1,0,0,1
BMW 228 i xDrive,33,1,1,0,1,0,1,0
Volkswagen Atlas 3.6 V6 SEL Premium,20,0,0,0,0,0,0,0
Dodge Journey SE,42,1,1,1,1,0,1,1
GMC Sierra 1500 Limited SLE,31,0,0,0,0,0,0,0
Jeep Cherokee Limited,50,1,0,0,0,1,0,1
Lexus ES 300h Base,57,1,0,0,1,1,0,0
Chevrolet Camaro 2LS,34,0,0,1,0,0,0,0
Toyota RAV4 XLE,40,0,0,0,1,0,1,0
BMW X4 xDrive28i,40,1,0,1,0,1,1,0
Subaru Forester 2.5i Limited,42,0,0,1,0,1,1,1
Hyundai Kona Ultimate,46,0,0,1,0,0,0,1
Audi Q3 45 S line Premium,55,1,1,0,0,1,1,0
Lexus ES 350 Base,23,1,0,0,1,0,1,0
Chevrolet Suburban LT,60,0,0,1,1,0,1,1
Nissan Versa 1.6 S,51,0,0,0,1,1,1,1
Porsche 911 Carrera,27,1,1,1,1,0,1,0
Nissan Pathfinder Platinum,28,0,1,0,0,1,1,1
Dodge Durango SXT,34,0,0,0,0,0,1,1
Nissan Versa 1.6 SV,51,0,1,0,1,1,0,0
Audi A5 2.0T Premium,42,1,0,1,0,0,0,0
Chevrolet Traverse LT Leather,45,0,1,0,0,0,0,0
Dodge Journey SE Value,60,1,0,1,1,0,1,0
Jeep Compass High Altitude,43,1,1,0,0,1,0,0
Land Rover Range Rover 5.0L V8 Supercharged Autobiography,25,1,1,1,0,0,1,1
Subaru Outback 2.5i Touring,19,1,1,1,0,1,1,0
Toyota Highlander Limited Platinum,51,0,1,1,1,0,0,1
Dodge Challenger SXT,34,1,1,1,0,1,0,1
GMC Yukon AT4,20,1,0,1,0,1,1,1
Jeep Gladiator Rubicon,44,0,0,1,1,0,1,1
BMW M4 Base,19,0,0,0,1,1,0,0
Honda Accord Sport SE,39,1,0,1,1,1,1,1
Volvo XC60 T5 Inscription,41,0,1,0,1,1,0,1
Lexus RX 350 F SPORT Appearance,59,0,0,1,1,0,0,1
Mazda Mazda3 i Touring,41,0,0,1,1,1,1,0
Chevrolet Spark LS,36,0,0,0,1,0,1,0
Genesis GV70 3.5T Sport,45,1,0,1,1,1,0,1
Mercedes-Benz S-Class S 550,48,0,0,0,1,0,1,0
Chevrolet Suburban RST,19,1,1,0,1,0,0,1
Land Rover Range Rover SWB,50,1,1,0,1,0,1,0
Nissan Sentra S,48,1,1,0,1,1,1,0
Audi A8 L 55,54,1,1,1,1,0,0,0
Lexus NX 300 Base,26,0,0,1,0,0,0,0
Land Rover Discovery Landmark Edition,30,0,0,0,1,1,1,1
Hyundai Sonata Hybrid SE,20,1,1,0,1,1,0,1
Chrysler 200 S,39,0,1,0,0,1,0,0
Volvo XC90 T5 Momentum,54,1,0,0,0,1,0,0
Volkswagen Passat 2.0L TDI DSG SEL Premium,29,0,1,1,0,1,1,1
Jeep Grand Cherokee Limited,45,1,0,1,0,0,1,1
Acura TLX V6 Tech,38,1,0,1,1,0,1,1
Hyundai Sonata SE,30,1,1,1,1,0,0,1
Land Rover Range Rover Velar P340 SE R-Dynamic,24,1,1,0,1,1,0,0
GMC Acadia SLT-1,36,0,0,0,1,1,0,1
Mazda CX-30 Premium Package,42,1,0,0,1,0,1,0
Land Rover Defender 110 SE,26,1,0,0,1,1,0,1
Mercedes-Benz SL-Class SL 550,41,0,1,1,1,1,0,0
Lincoln MKC Select,39,0,1,1,1,0,1,0
RAM 1500 Longhorn,35,0,0,0,1,0,0,0
Lexus RX 450hL Base,29,1,1,1,0,1,0,0
Bentley Continental GT Speed,47,1,1,1,1,1,0,1
BMW X1 xDrive28i,31,0,1,0,1,1,0,1
Volvo XC60 T6 Inscription,41,1,1,0,0,0,1,1
Audi Q7 2.0T Premium,23,1,0,1,0,0,0,0
Lincoln MKZ Hybrid Reserve,42,1,1,0,0,1,0,0
Tesla Model S Plaid,47,0,0,1,0,1,1,1
Lincoln MKZ Reserve II,25,0,0,0,1,0,0,0
Audi Q8 55 Premium,56,0,1,1,0,1,0,1
Lexus GS 350 Base,24,0,0,0,0,1,1,0
BMW 550 i xDrive,49,1,1,1,1,0,0,0
Mazda Mazda3 i Sport,18,0,1,1,1,1,1,0
Dodge Durango Limited,54,0,1,0,0,1,0,0
Nissan Murano SL,60,0,1,0,1,0,0,0
Volvo S90 T5 Momentum,39,1,1,1,0,1,1,1
Porsche 911,47,0,1,0,1,1,0,0
Hyundai Tucson SE,48,0,1,0,1,0,0,1
Hyundai Veloster Base,42,1,1,0,1,1,1,1
Mercedes-Benz E-Class E 350,57,0,0,1,0,1,0,1
Mitsubishi Outlander Sport,50,1,1,0,1,1,1,0
GMC Yukon XL SLT,32,1,0,1,1,1,1,0
Ford Escape S,27,0,0,1,1,1,1,1
Chevrolet Blazer 1LT,21,0,0,0,1,0,0,1
Toyota RAV4 Hybrid LE,54,1,1,0,0,1,1,0
Hyundai Elantra SE,34,0,0,1,1,1,0,0
Acura RDX w/Technology Package,24,0,1,0,1,0,0,1
Toyota RAV4 Hybrid Limited,19,0,0,0,1,0,1,1
Jeep Commander Limited,24,1,0,0,0,0,0,0
Chevrolet Silverado 1500 1LZ,59,1,0,1,0,1,0,0
Acura RDX,55,1,0,0,0,0,1,1
Honda CR-V EX,36,1,1,1,1,1,1,0
Kia Sorento SX,52,1,1,0,0,1,0,1
Audi RS 5 2.9T,21,1,0,0,0,0,0,0
BMW M3 CS,35,1,0,1,1,0,1,0
Nissan Armada Platinum,23,1,1,1,0,1,0,1
Chevrolet Malibu 1LS,52,1,1,0,0,1,1,1
Toyota Highlander Hybrid Limited,30,1,1,1,1,0,1,0
Land Rover Discovery SE,49,1,1,1,1,1,0,0
Mercedes-Benz E-Class E 300,24,1,1,1,1,1,0,0
Mercedes-Benz CLS-Class CLS 550 4MATIC,20,1,1,1,1,1,1,0
Chevrolet Equinox Premier w/1LZ,48,0,1,1,1,0,0,0
Acura TL 3.5,44,1,1,1,0,1,1,0
Hyundai Santa Fe SE Ultimate,53,1,1,1,1,0,1,1
Cadillac XT6 AWD Premium Luxury,41,0,0,0,1,0,0,0
Lexus GX 460 Base,44,0,1,1,1,0,0,1
Mercury Grand Marquis LS,32,1,1,1,0,0,0,1
Chevrolet Silverado 1500 LT Trail Boss,45,1,1,1,1,0,0,1
Jeep Wrangler Unlimited Sahara,34,0,0,1,1,1,0,1
Mitsubishi Outlander Sport 2.0 ES,38,1,0,1,0,0,0,0
Nissan Pathfinder SV,35,1,0,1,0,0,1,1
Honda Pilot Touring 8-Passenger,29,0,0,0,0,1,1,1
Hyundai Santa Fe Limited Ultimate,24,0,0,0,0,0,1,0
Audi Q7 55 Prestige,20,1,1,0,0,1,0,0
Lexus NX 200t Base,18,1,0,1,0,0,0,1
Mercedes-Benz GL-Class GL 450 4MATIC,45,1,1,1,1,1,1,0
Mercedes-Benz GLS 450 4MATIC,44,1,1,1,0,1,1,0
Chrysler Pacifica Touring-L,46,1,1,1,0,0,1,0
Volkswagen Atlas Cross Sport 2.0T S,26,0,1,0,0,0,0,0
RAM 1500 Limited,20,0,1,1,0,1,0,1
Volvo XC60 B5 Inscription,41,1,0,0,0,0,0,0
Lexus LS 430 Base (A6),38,1,0,0,1,1,0,1
Nissan Altima 2.5 Platinum,24,0,1,1,1,0,0,0
Ford Mustang GT,28,1,0,0,0,1,1,0
INFINITI Q50 3.0t Sport,41,0,1,1,1,0,0,0
Land Rover Defender 110 X,54,1,1,1,1,0,0,1
BMW Z4 sDrive35i,35,1,1,0,0,1,0,0
Audi RS 5 4.2,59,0,1,1,0,0,1,1
Porsche 718 Boxster S,58,0,0,1,0,1,0,0
Buick LaCrosse Premium,42,1,1,0,1,0,0,1
BMW 330 Gran Turismo i xDrive,41,1,0,0,1,1,0,1
Volkswagen Atlas 3.6L SEL Premium,28,1,0,1,1,0,0,1
Honda HR-V LX,59,0,0,0,1,1,0,0
BMW Z4 sDrive30i,26,0,1,0,0,0,0,0
Volvo V60 T5 Premier,52,0,1,0,1,1,1,0
Ford Focus RS Base,51,1,0,0,1,1,0,0
Bentley Continental GT V8,54,0,1,0,1,0,0,1
Kia Soul GT-Line 1.6L,29,1,0,0,0,1,0,0
Kia Sportage LX,55,0,0,1,1,1,0,1
Acura RDX Advance Package,42,1,0,1,1,1,1,0
Kia Cadenza Technology,35,1,0,1,0,1,1,1
Lexus RX 350 350,41,1,1,1,0,1,0,1
Jeep Renegade Limited,41,0,0,0,0,0,0,1
Scion xB Base,24,1,0,0,0,1,0,0
Lexus IS-F Base,23,0,1,0,0,0,0,0
GMC Acadia Limited Limited,43,1,1,0,1,0,0,0
Honda Passport EX-L,21,0,0,0,0,1,1,1
Toyota Tacoma SR,51,0,1,0,1,1,0,1
Cadillac XT5 Premium Luxury,60,1,0,0,1,0,1,1
Nissan Frontier PRO-4X,53,1,0,1,0,0,0,1
BMW 535 i,42,0,0,1,1,0,0,0
Toyota Corolla LE,53,0,0,0,1,1,1,1
Subaru Forester Touring,52,1,0,1,0,1,1,0
Honda Accord Touring,57,0,1,1,1,0,1,1
Hyundai Santa Fe GLS,56,1,1,1,0,0,1,0
Toyota Avalon Limited,25,0,1,0,0,1,1,1
Chevrolet Trax LS,54,0,1,1,1,1,0,1
Hyundai Sonata N Line Night Edition,48,0,1,1,1,1,1,1
Lexus GS 350 F Sport,37,0,0,1,0,1,1,1
Dodge Journey Crossroad,33,0,1,1,0,0,1,0
Volkswagen Jetta GLI 2.0T Autobahn,35,1,0,1,1,0,0,1
Kia Sorento EX V6,45,1,1,1,1,0,0,1
Acura MDX 3.5L Technology Package,31,1,1,1,0,1,1,1
BMW 540 i,38,0,1,0,1,0,0,0
Audi e-tron Premium Plus,37,1,0,1,1,0,1,0
Porsche Taycan Base,37,1,0,1,1,0,1,1
Cadillac Escalade ESV Luxury,40,0,0,1,0,0,1,0
Jeep Compass Latitude,57,1,0,1,0,1,0,1
Chevrolet Suburban High Country,53,1,1,1,1,1,0,1
BMW X6 xDrive35i,32,1,0,1,1,1,0,0
Land Rover Range Rover Velar S R-Dynamic,55,0,1,1,1,1,1,1
Nissan Maxima Platinum,60,0,0,1,1,0,0,0
Acura RDX Base,54,1,0,0,1,1,1,1
Buick Encore GX Select,47,0,1,1,1,0,0,0
Mercedes-Benz AMG GLE 53 4MATIC Coupe,32,0,0,1,0,0,1,0
Porsche Macan S,30,0,1,0,1,0,0,0
Buick Enclave Premium,39,1,0,0,0,1,0,1
Toyota Tacoma TRD Off Road,57,1,1,1,1,0,1,0
BMW X5 xDrive35i,36,0,0,1,0,0,0,1
Lincoln MKZ Reserve,36,0,0,0,1,0,1,0
Maserati Ghibli Base,26,1,0,0,1,0,1,0
Land Rover Defender X,30,1,0,0,1,1,1,1
BMW X6 M50i,28,0,1,0,1,1,1,0
Chevrolet Silverado 1500 High Country,27,1,1,1,0,1,0,0
Subaru Outback 3.6R Touring,46,0,1,1,1,0,1,0
Audi Q5 45 Premium Plus,38,1,1,0,1,1,1,1
Lincoln MKZ Base,53,1,1,0,1,1,1,0
Mazda Mazda3 i SV,53,0,0,1,0,1,1,0
INFINITI Q50 3.0t Red Sport 400,46,1,0,1,1,1,1,0
Subaru Impreza Limited,38,1,0,0,1,0,1,0
GMC Acadia SLE-1,52,1,1,0,0,0,1,1
Audi S3 2.0T Premium Plus,53,0,0,1,1,0,0,0
Honda Pilot EX-L,30,1,0,1,0,1,0,1
Mercedes-Benz CLS-Class CLS 63 AMG,28,1,1,0,0,0,0,1
Dodge Durango GT Plus,56,1,0,0,1,1,0,1
Chevrolet Cruze 1LT,29,0,0,1,0,0,1,0
BMW Z4 2.5i Roadster,35,1,0,1,1,0,0,0
Tesla Model X 75D,20,1,1,0,0,1,1,1
Porsche Boxster,25,1,0,0,1,0,0,0
Ford F-150 Lariat,54,1,0,1,1,0,1,0
Chevrolet Tahoe LS,48,1,1,1,1,0,0,0
Cadillac XT6 AWD Sport,22,0,1,0,0,0,0,0
BMW 228 Gran Coupe i xDrive,29,0,0,0,0,0,1,0
Honda Accord LX,31,1,0,1,1,1,0,0
Jaguar F-TYPE Premium,51,1,0,0,0,0,1,1
Volkswagen Golf R 4-Door,30,1,0,1,1,1,0,0
Audi Q5 Premium,49,0,0,0,0,1,1,0
Subaru XV Crosstrek 2.0i Premium,53,0,1,0,0,0,1,1
Subaru Forester 2.5X,28,1,1,1,1,1,0,1
Chrysler Town & Country Touring-L,30,1,1,0,0,1,1,1
Cadillac XT6 Sport AWD,30,1,1,1,1,1,1,1
Audi Q7 3.0T Premium Plus,36,1,0,0,1,0,1,0
Audi A7 3.0T Prestige,24,0,0,1,1,1,0,1
Lexus RX 350 RX 350,36,1,1,0,1,1,0,0
Porsche 718 Cayman S,54,0,1,0,0,1,0,1
Audi Q5 45 Prestige,22,1,0,1,1,1,1,1
Acura ILX Premium & A-SPEC Packages,30,1,0,1,0,1,1,1
Chevrolet Tahoe LTZ,57,0,1,1,1,1,1,1
Hyundai Elantra GLS,55,0,1,0,1,1,1,1
Mercedes-Benz GLK-Class GLK 350 4MATIC,38,0,1,1,0,1,1,0
Kia Sorento LX V6,29,0,1,1,0,1,0,0
Mercedes-Benz GLE 350 4MATIC,30,0,0,1,0,0,1,0
Nissan Maxima 3.5 S,52,0,0,1,0,1,0,0
BMW 328 i,52,1,1,0,0,0,1,1
Audi A7 3.0T Premium Plus,51,1,1,1,1,0,1,1
Honda Pilot Touring,31,0,1,0,1,1,1,0
Dodge Charger R/T Scat Pack,53,1,0,0,0,1,0,1
Subaru Outback 3.6R Limited,23,0,1,1,1,0,1,0
Mercedes-Benz GLC 300 4MATIC Coupe,31,1,0,1,0,0,1,0
Hyundai Santa Fe Limited 2.0T,23,1,1,0,0,0,0,1
Kia Seltos LX,45,0,1,1,0,0,0,1
Audi A6 2.0T Premium Plus quattro,54,1,1,0,1,1,1,0
BMW 750 i xDrive,42,0,0,1,0,1,1,1
Kia Telluride EX,33,0,1,1,0,0,1,0
Jaguar F-TYPE S,43,0,0,1,1,0,0,1
Acura TLX Advance,54,0,1,0,1,0,1,0
Hyundai Santa Fe Calligraphy,31,0,0,0,1,1,0,1
Mercedes-Benz CLA 250 Base,32,0,0,0,0,1,0,0
Audi A6 3.0T Prestige,60,0,1,0,0,0,0,1
Alfa Romeo Stelvio Base,38,0,1,0,0,1,1,0
Mazda CX-5 Carbon Edition Turbo,42,1,1,0,1,0,0,0
Mercedes-Benz E-Class E 450 4MATIC,53,0,1,0,1,0,1,0
Toyota Sienna SE,42,1,0,0,1,0,0,1
BMW M550 M550i xDrive,37,1,1,1,0,0,0,1
BMW 320 i,21,0,1,1,1,1,0,0
Mercedes-Benz GLC 300 Base,28,1,1,0,0,1,1,1
Ford Escape Titanium,40,0,0,0,1,1,0,0
Honda Accord Touring 2.0T,44,0,0,0,1,1,0,0
Mercedes-Benz AMG E 63 S 4MATIC,20,1,0,1,1,0,1,0
Tesla Model X Performance,59,0,0,0,1,0,1,1
Cadillac CT6 3.0L Twin Turbo Luxury,55,1,1,0,1,0,0,1
Chrysler 200 Limited,45,1,1,0,1,1,1,0
Audi A6 2.0T Premium Plus,57,0,0,1,0,0,1,1
BMW 330 i,57,1,0,1,0,0,1,1
Dodge Charger Scat Pack,18,0,1,1,0,0,1,0
GMC Sierra 3500 Denali,29,0,0,0,0,1,0,1
Honda Passport Sport,42,0,0,0,1,0,1,1
GMC Sierra 1500 AT4,23,1,0,1,0,1,0,1
Mazda Mazda3 Premium Plus,41,0,1,1,0,0,1,1
Lincoln MKZ Premiere,23,0,1,0,1,0,0,0
Dodge Dakota Big Horn/Lone Star,47,1,0,0,1,1,0,1
Audi A3 2.0T Premium Plus,41,0,0,1,1,1,0,0
Jeep Grand Cherokee 80th Anniversary,31,1,1,0,1,0,1,1
Volkswagen Tiguan 2.0T SEL,18,0,0,1,0,0,1,0
INFINITI Q70 3.7X,24,1,0,0,1,0,1,1
Honda Pilot Touring 7-Passenger,38,0,1,1,1,1,1,1
INFINITI QX80 Luxe,57,1,1,1,1,0,1,0
Mercedes-Benz CLS 450 Base,54,0,1,0,1,0,0,0
Kia Optima S,26,1,0,0,0,1,0,1
Audi Q7 2.0T Premium Plus,45,0,0,1,0,0,1,1
Ford Fusion SE,18,0,0,1,1,0,0,0
Toyota 4Runner SR5 Premium,41,1,1,1,1,0,0,0
Acura TLX Tech,31,0,0,1,1,0,0,1
Land Rover Range Rover Sport SE,56,1,1,1,0,1,0,0
INFINITI Q50 Base,50,0,1,1,0,0,1,0
Acura MDX 3.5L w/Technology Package,22,0,0,1,1,1,0,0
Mazda CX-9 Carbon Edition,24,0,1,0,0,1,1,0
Chrysler Town & Country Touring Plus,45,1,0,1,1,1,1,0
BMW 428 i SULEV,21,0,0,0,0,0,0,1
Toyota RAV4 Sport,58,1,0,0,1,0,0,1
BMW 435 i xDrive,33,0,1,1,0,0,0,1
Acura TL 3.2,49,0,0,1,1,1,1,0
Acura MDX Base,22,0,0,0,0,0,1,1
Cadillac Escalade Platinum,42,0,1,1,1,0,1,0
Jaguar F-TYPE R,23,1,1,0,0,1,1,1
GMC Acadia SLE,19,0,0,0,0,0,0,1
Porsche Cayenne Platinum Edition,39,0,1,1,0,1,1,1
Acura TLX FWD,30,1,1,1,1,0,0,0
Land Rover Range Rover Evoque SE,59,1,0,0,1,1,1,0
BMW 530 i,42,0,0,1,1,0,0,0
Toyota C-HR XLE,44,0,0,0,0,0,0,0
Kia Forte FE,19,0,1,0,0,0,0,0
Jaguar F-PACE 25t R-Sport,49,1,0,0,1,1,0,1
Hyundai Santa Fe XL Limited Ultimate,41,0,0,0,0,0,0,1
Subaru Forester Premium,42,1,0,0,0,1,0,0
Hyundai Tucson SEL,58,1,1,1,0,1,1,1
Kia Sorento S,33,1,0,0,1,0,1,0
Acura RDX AcuraWatch Plus Pkg,49,1,0,1,0,0,0,1
Chrysler Town & Country Limited Platinum,40,1,1,1,0,0,0,1
Land Rover Range Rover Sport HSE,43,1,0,0,0,1,1,0
Mercedes-Benz E-Class E 400,58,0,1,0,0,0,0,1
Nissan Juke SV,54,0,1,1,1,0,1,1
Subaru Impreza 2.0i Premium,38,0,1,0,0,0,1,1
Jaguar F-PACE SVR,34,1,0,0,0,1,0,0
Toyota Camry XLE,57,0,1,1,1,1,1,0
Volkswagen Passat 2.0T R-Line,44,1,1,1,0,0,0,1
Toyota Tundra SR,40,0,1,0,0,0,1,1
Honda CR-V LX,40,0,0,1,0,0,0,1
Hyundai Santa Fe SEL,31,0,1,1,0,1,0,1
Jeep Grand Cherokee SRT,34,1,0,1,0,1,1,1
Jaguar F-PACE 35t R-Sport,34,0,1,1,0,1,0,1
Chevrolet Trax LT,57,0,1,1,1,0,0,0
BMW X5 M50i,35,1,0,1,1,1,0,1
Acura RDX A-Spec,19,0,1,1,1,0,1,1
Ford EcoSport Titanium,28,0,0,0,0,1,1,0
Subaru Ascent Limited 8-Passenger,19,1,0,0,1,1,0,0
Hyundai Tucson GLS,35,0,0,0,0,0,0,0
Land Rover Discovery Landmark,58,1,1,1,0,1,0,0
Chevrolet Cruze LT,26,1,1,0,0,0,0,0
Mercedes-Benz SL-Class SL500 Roadster,42,0,1,1,1,1,0,0
Land Rover Range Rover 5.0L Supercharged Autobiography,31,0,1,1,1,0,0,0
Land Rover Range Rover 5.0 Supercharged LWB,25,0,1,0,1,0,0,1
Toyota Tacoma,48,1,1,0,1,1,0,1
Volkswagen Atlas Cross Sport 3.6L V6 SEL,30,0,1,0,0,1,0,0
Audi A8 L 4.0T,48,1,1,0,1,1,1,0
Cadillac Escalade Premium,29,1,0,1,0,0,0,0
Chevrolet Equinox LT,54,0,1,0,1,1,0,0
Porsche Macan 4DR SUV AWD,23,0,0,1,0,1,1,0
Audi Q7 3.0 Premium Plus,55,0,0,0,1,0,1,1
